City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,mana,5.6592,-53.7767,24.64,91,99,1.64,GF,1677582319
364,beyneu,45.3167,55.2,14.61,39,100,4.93,KZ,1677582320
365,sioux lookout,50.1001,-91.917,-11.23,90,100,4.56,CA,1677582320
366,petropavlovsk-kamchatskiy,53.0452,158.6483,-12.67,61,40,4.0,RU,1677582320
367,sinnamary,5.3833,-52.95,24.8,91,95,2.57,GF,1677582321
368,male,4.1748,73.5089,30.97,66,20,4.63,MV,1677581652
369,mokhotlong,-29.2894,29.0675,21.89,35,9,2.05,LS,1677582322
370,ibra,22.6906,58.5334,32.93,15,5,5.88,OM,1677582322
371,tabou,4.423,-7.3528,29.74,70,87,2.62,CI,1677582323
372,yuzhou,34.1628,113.4639,15.08,41,56,2.35,CN,1677582226
373,ulagan,50.6321,87.9563,-3.52,86,52,1.18,RU,1677582325
374,carangola,-20.7331,-42.0294,23.23,92,29,0.92,BR,1677582325
375,karlstad,59.3793,13.5036,6.31,56,0,3.6,SE,1677582326
376,djibo,14.1022,-1.6306,34.1,9,33,5.85,BF,1677582326
377,betare oya,5.6,14.0833,37.07,20,40,0.58,CM,1677582326
378,caieiras,-23.3642,-46.7406,22.1,94,100,2.25,BR,1677582327
379,roald,62.5833,6.1333,7.64,93,75,4.12,NO,1677582328
380,severnyy,50.677,36.5532,-2.98,79,75,5.0,RU,1677582328
381,calceta,-0.85,-80.1667,22.76,98,100,0.03,EC,1677582329
382,tautira,-17.7333,-149.15,27.66,75,95,4.79,PF,1677582329
383,vardo,70.3705,31.1107,-4.01,93,40,18.52,NO,1677582330
384,cidreira,-30.1811,-50.2056,23.41,80,7,6.01,BR,1677582330
385,veraval,20.9,70.3667,27.94,50,0,5.22,IN,1677582331
386,tibati,6.4667,12.6333,35.26,9,58,2.37,CM,1677582331
387,evensk,61.95,159.2333,-24.51,86,69,3.34,RU,1677582331
388,sao gabriel,-30.3364,-54.32,22.36,73,24,4.69,BR,1677582332
389,kedougou,12.5579,-12.1743,35.39,11,39,3.66,SN,1677582333
390,hamilton,39.1834,-84.5333,9.36,79,100,5.66,US,1677582334
391,trat,12.5,102.5,31.87,37,11,3.14,TH,1677582334
392,kieta,-6.2167,155.6333,27.15,83,100,1.82,PG,1677582335
393,luena,-11.7833,19.9167,19.59,88,100,3.24,AO,1677582335
394,pilar,-9.5972,-35.9567,27.96,63,10,3.41,BR,1677582336
395,san cristobal,7.7669,-72.225,19.1,68,79,1.01,VE,1677582336
396,narsaq,60.9167,-46.05,-0.88,92,100,10.3,GL,1677582336
397,san ramon,37.7799,-121.978,6.57,93,100,3.6,US,1677582337
398,tema,5.667000000000001,-0.0166,31.42,56,72,4.8,GH,1677582337
399,russellville,35.2784,-93.1338,4.08,93,0,0.28,US,1677582338
400,altamira,-3.2033,-52.2064,21.63,99,100,0.68,BR,1677582339
401,baiyin,36.5583,104.2081,0.55,43,100,4.32,CN,1677582340
402,maniitsoq,65.4167,-52.9,-14.77,96,100,3.16,GL,1677582340
403,pochutla,15.7432,-96.4661,20.46,70,0,1.5,MX,1677582340
404,ardatov,55.2421,43.097,-2.48,82,55,8.63,RU,1677582341
405,severomuysk,56.1481,113.4267,-23.62,97,97,2.12,RU,1677582342
406,qujing,25.4833,103.7833,15.12,33,15,4.1,CN,1677582342
407,kahului,20.8947,-156.47,21.58,85,20,4.12,US,1677582342
408,creston,41.0586,-94.3614,-1.02,93,0,2.06,US,1677582343
409,san jose,37.3394,-121.895,6.93,87,20,3.6,US,1677582343
410,tonj,7.2737,28.6822,40.92,19,81,0.91,SS,1677582344
411,polson,47.6936,-114.1632,-9.46,93,100,0.33,US,1677582345
412,flin flon,54.7682,-101.865,-16.35,91,100,4.31,CA,1677582345
413,ayorou,14.7308,0.9174,35.17,8,27,5.03,NE,1677582346
414,batagay-alyta,67.8006,130.4114,-33.42,99,100,1.07,RU,1677582346
415,bira,49.0,132.4667,-7.54,91,100,2.42,RU,1677582347
416,seoul,37.5683,126.9778,6.78,61,75,2.06,KR,1677581815
417,namatanai,-3.6667,152.4333,26.47,85,100,4.15,PG,1677582191
418,cloquet,46.7216,-92.4594,-4.62,90,0,3.09,US,1677582349
419,burgeo,47.6167,-57.6152,-12.55,76,22,3.3,CA,1677582349
420,hermiston,45.8404,-119.2895,2.35,85,20,2.06,US,1677582350
421,balta,47.9355,29.6198,3.22,62,14,3.21,UA,1677582350
422,mangan,27.5167,88.5333,19.39,53,81,1.93,IN,1677582351
423,basoko,1.2391,23.616,34.31,35,50,1.07,CD,1677582352
424,ancud,-41.8697,-73.8203,11.86,95,37,0.98,CL,1677582352
425,oriximina,-1.7656,-55.8661,23.56,95,100,2.01,BR,1677582353
426,port hedland,-20.3167,118.5667,31.03,74,46,7.72,AU,1677582009
427,rocha,-34.4833,-54.3333,21.18,86,45,5.04,UY,1677582354
428,salmon creek,45.7107,-122.649,2.85,93,75,4.63,US,1677582354
429,senanga,-16.1167,23.2667,31.61,41,35,0.22,ZM,1677582355
430,sambava,-14.2667,50.1667,28.35,70,50,4.95,MG,1677582355
431,riyadh,24.6877,46.7219,25.66,29,19,5.51,SA,1677582129
432,nador,35.174,-2.9287,14.14,51,75,5.66,MA,1677582356
433,dickinson,29.4608,-95.0513,21.05,92,100,2.06,US,1677582356
434,svetlogorsk,52.6333,29.7333,1.86,37,3,5.55,BY,1677582357
435,wegorzewo,54.2157,21.7372,1.28,62,6,4.19,PL,1677582357
436,mayumba,-3.432,10.6554,24.79,90,94,4.59,GA,1677582358
437,lithakia,37.7167,20.8333,20.65,88,40,5.66,GR,1677582358
438,honggang,46.4667,124.8667,-6.24,89,90,1.06,CN,1677582359
439,centralia,46.7162,-122.9543,2.6,95,100,2.57,US,1677582359
440,auki,-8.7676,160.7034,25.99,89,100,3.41,SB,1677582360
441,aktau,43.65,51.2,6.32,72,100,3.4,KZ,1677582361
442,misratah,32.3754,15.0925,21.02,45,3,3.69,LY,1677582361
443,pinyug,60.251000000000005,47.7842,-2.23,83,100,7.14,RU,1677582362
444,ettaiyapuram,9.1441,77.9907,32.81,47,96,6.32,IN,1677582185
445,port blair,11.6667,92.75,27.34,63,1,6.63,IN,1677582354
446,matagami,49.7502,-77.6328,-11.42,91,100,3.72,CA,1677582363
447,kununurra,-15.7667,128.7333,25.99,94,75,1.03,AU,1677582364
448,nishihara,26.1842,127.7558,18.6,52,20,3.6,JP,1677582084
449,byron bay,-28.65,153.6167,22.75,85,80,6.0,AU,1677582160
450,kholm,59.2667,32.85,-1.98,69,80,5.88,RU,1677582366
451,tambacounda,13.7539,-13.7586,33.68,11,56,5.04,SN,1677582366
452,sidi ali,36.0998,0.4206,9.1,47,73,7.7,DZ,1677582366
453,olinda,-8.0089,-34.8553,28.85,65,75,3.6,BR,1677582367
454,mudbidri,13.0833,74.9833,31.79,40,0,4.12,IN,1677582368
455,bahawalpur,29.4,71.6833,31.52,14,100,3.74,PK,1677582368
456,santiago,-33.4569,-70.6483,21.03,34,0,0.55,CL,1677582222
457,santo tomas,14.1079,121.1414,27.14,81,100,4.1,PH,1677582369
458,sharjah,25.3573,55.4033,30.16,32,0,4.63,AE,1677581943
459,yatou,37.15,122.3833,4.59,83,68,1.47,CN,1677582370
460,diffa,13.3154,12.6113,37.43,6,47,5.23,NE,1677582370
461,muros,42.7762,-9.0603,11.02,50,3,6.65,ES,1677582371
462,qui nhon,13.7667,109.2333,22.52,88,100,5.5,VN,1677582094
463,fountain,38.6822,-104.7008,1.84,40,20,6.69,US,1677582371
464,waipawa,-41.4122,175.5153,11.68,91,7,1.62,NZ,1677582372
465,salalah,17.0151,54.0924,29.05,58,0,5.14,OM,1677582372
466,puerto cabezas,14.0351,-83.3888,23.44,85,76,3.92,NI,1677582373
467,puerto escondido,15.85,-97.0667,23.75,78,1,1.33,MX,1677582373
468,ulundi,-28.3352,31.4162,29.97,51,29,3.21,ZA,1677582374
469,maragogi,-9.0122,-35.2225,28.23,67,20,4.56,BR,1677582374
470,ayan,56.45,138.1667,-16.58,70,18,5.19,RU,1677582375
471,yar-sale,66.8333,70.8333,-9.9,95,99,4.99,RU,1677582375
472,iqaluit,63.7506,-68.5145,-37.95,65,8,5.81,CA,1677582155
473,brae,60.3964,-1.3530000000000002,6.9,72,100,5.81,GB,1677582376
474,lisala,2.15,21.5167,37.75,27,55,0.93,CD,1677582376
475,vao,-22.6667,167.4833,24.8,92,99,6.11,NC,1677582377
476,margate,51.3813,1.3862,7.61,77,98,4.47,GB,1677582377
477,jiuquan,39.7432,98.5174,3.15,40,100,2.35,CN,1677582378
478,ostrovnoy,68.0531,39.5131,-2.89,67,100,11.0,RU,1677582378
479,ponta do sol,32.6667,-17.1,20.95,79,60,1.15,PT,1677582379
480,port-gentil,-0.7193,8.7815,27.62,76,65,2.83,GA,1677582379
481,encantado,-29.2361,-51.8697,23.11,75,0,1.33,BR,1677582380
482,petatlan,17.5167,-101.2667,20.56,81,22,1.39,MX,1677582380
483,fare,-16.7,-151.0167,27.75,73,99,3.27,PF,1677582381
484,george town,5.4112,100.3354,28.96,61,20,5.14,MY,1677582244
485,shingu,33.7333,135.9833,8.27,83,0,2.8,JP,1677582382
486,sirajganj,24.45,89.7167,27.2,39,0,2.82,BD,1677582382
487,marzuq,14.4,46.4667,29.89,13,2,5.94,YE,1677582382
488,san policarpo,12.1791,125.5072,25.94,88,48,7.11,PH,1677582383
489,port lincoln,-34.7333,135.8667,16.47,70,66,6.52,AU,1677582383
490,saposoa,-6.934,-76.7716,21.2,100,100,0.65,PE,1677582385
491,saint-esteve,42.7131,2.843,10.31,48,40,8.75,FR,1677582385
492,amapa,1.0,-52.0,22.79,99,99,0.06,BR,1677582386
493,basavakalyan,17.8667,76.95,32.59,16,0,2.84,IN,1677582386
494,beterou,9.1992,2.2586,36.07,33,31,1.62,BJ,1677582387
495,bonavista,48.6499,-53.1147,-13.85,88,74,4.57,CA,1677582387
496,trapani,37.8333,12.6667,12.93,86,93,0.91,IT,1677582388
497,beni,0.5,29.4667,29.16,42,100,1.67,CD,1677582388
498,clyde river,70.4692,-68.5914,-25.87,70,100,7.2,CA,1677582148
499,cayenne,4.9333,-52.3333,24.02,100,75,0.0,GF,1677582389
500,saint-joseph,-21.3667,55.6167,30.21,79,39,3.92,RE,1677582390
501,mount gambier,-37.8333,140.7667,11.35,81,79,2.35,AU,1677582391
502,mantua,45.1667,10.7833,10.19,51,92,4.92,IT,1677582142
503,talaya,61.3833,152.75,-26.97,98,100,2.5,RU,1677582391
504,olot,42.181000000000004,2.4901,12.07,39,69,1.34,ES,1677582392
505,springfield,37.2153,-93.2982,8.07,85,0,2.57,US,1677582153
506,aksarka,66.5606,67.7975,-12.75,95,100,2.51,RU,1677582393
507,ahuimanu,21.4447,-157.8378,22.14,79,40,2.68,US,1677582393
508,zvishavane,-20.3267,30.0665,17.76,93,100,2.44,ZW,1677582393
509,calvia,39.5657,2.5062,8.29,85,100,13.68,ES,1677582394
510,san matias,-16.3667,-58.4,24.03,87,99,0.71,BO,1677582394
511,potiskum,11.7091,11.0694,37.31,6,100,6.19,NG,1677582395
512,sembakung,3.8167,117.25,23.71,94,99,1.46,ID,1677582395
513,luganville,-15.5333,167.1667,27.05,88,100,11.84,VU,1677582395
514,luau,-10.7073,22.2247,20.11,90,100,1.88,AO,1677582396
515,rundu,-17.9333,19.7667,34.08,22,20,3.92,,1677582396
516,kavaratti,10.5669,72.642,27.63,56,39,2.95,IN,1677582397
517,manchar,19.0,73.9333,32.4,12,0,3.29,IN,1677582397
518,ramos arizpe,25.55,-100.9667,19.42,26,10,2.03,MX,1677582398
519,benguela,-12.5763,13.4055,27.26,65,90,3.92,AO,1677582399
520,havelock,34.8791,-76.9013,17.99,92,19,2.68,US,1677582399
521,mersing,2.4312,103.8405,24.19,94,100,4.68,MY,1677582400
522,alyangula,-13.8483,136.4192,28.45,76,66,8.04,AU,1677582400
523,kushmurun,52.4503,64.6311,1.3,100,100,7.06,KZ,1677582401
524,yuzhnyy,53.2542,83.6936,-0.79,47,0,9.0,RU,1677582401
525,nuevitas,21.5453,-77.2644,18.16,88,0,1.98,CU,1677582402
526,shieli,44.1667,66.75,10.87,23,28,3.07,KZ,1677582402
527,almaznyy,48.0448,40.045,0.4,92,100,5.01,RU,1677582403
528,wewak,-3.5534,143.6268,26.97,85,100,6.33,PG,1677582403
529,saldanha,-33.0117,17.9442,20.58,79,24,8.48,ZA,1677582404
530,bangsund,64.3968,11.3949,4.95,70,75,2.57,NO,1677582404
531,vila franca do campo,37.7167,-25.4333,15.23,94,100,10.22,PT,1677582405
532,phuket,8.0,98.25,30.12,66,20,3.6,TH,1677582307
533,ishigaki,24.3448,124.1572,21.17,71,55,9.42,JP,1677582173
534,lermontovka,47.1453,134.3383,-4.04,96,100,2.81,RU,1677582406
535,matara,5.9485,80.5353,26.96,82,83,4.76,LK,1677582406
536,alta floresta,-9.8756,-56.0861,21.94,96,100,0.96,BR,1677582407
537,guerrero negro,27.9769,-114.0611,12.98,72,76,8.69,MX,1677582407
538,kruisfontein,-34.0033,24.7314,26.05,60,77,4.85,ZA,1677582408
539,antalaha,-14.9003,50.2788,26.88,82,38,3.93,MG,1677582408
540,shelburne,44.0787,-80.2041,-2.36,97,100,0.77,CA,1677582408
541,gamboma,-1.8764,15.8644,30.64,52,69,1.75,CG,1677582409
542,husavik,66.0449,-17.3389,3.3,80,3,7.75,IS,1677582409
543,trelew,-43.248999999999995,-65.3051,21.75,40,91,1.71,AR,1677582410
544,mogadishu,2.0371,45.3438,27.88,70,92,8.63,SO,1677582410
545,mareeba,-17.0,145.4333,23.4,94,99,0.49,AU,1677582411
546,paamiut,61.994,-49.6678,-3.31,67,100,23.12,GL,1677582411
547,faya,18.3851,42.4509,21.29,42,16,5.5,SA,1677582411
548,manzhouli,49.6,117.4333,-13.87,87,98,4.44,CN,1677582412
549,marana,32.4367,-111.2254,9.31,70,25,2.57,US,1677582412
550,alice town,25.7167,-79.3,24.32,58,3,4.97,BS,1677582413
551,baijiantan,45.6333,85.1833,-5.63,77,16,0.55,CN,1677582413
552,carlos antonio lopez,-26.4,-54.7667,22.04,75,9,1.31,PY,1677582414
553,plettenberg bay,-34.0527,23.3716,23.75,75,33,3.62,ZA,1677582414
554,presidencia roque saenz pena,-26.7852,-60.4388,22.24,83,0,2.87,AR,1677582414
555,chaoyang,41.5703,120.4586,3.09,26,0,4.13,CN,1677582155
556,sobolevo,54.4299,31.8996,-1.19,87,19,7.41,RU,1677582415
557,alexander city,32.944,-85.9539,18.6,100,0,0.0,US,1677582399
558,sogne,58.0833,7.8167,8.42,64,26,4.37,NO,1677582416
559,sangar,63.9242,127.4739,-26.85,97,100,3.16,RU,1677582417
560,diveyevo,55.0433,43.2418,-3.03,81,57,8.65,RU,1677582417
561,sola,-13.8833,167.55,27.52,88,100,15.85,VU,1677582417
562,yelatma,54.9675,41.7508,-2.36,80,50,7.77,RU,1677582418
563,petropavlovka,50.6114,105.3196,-12.45,91,87,0.46,RU,1677582418
564,zhanaozen,43.3,52.8,14.86,32,100,6.33,KZ,1677582419
